100,Glorious Days,HIP HOP&SOUL,Noria,7,40-83,glorious,,,
101,Happy Wedding,HOUSE,ASKA,7,126,happywed,,,
102,Last Message,EUROBEAT,good-cool feat. Meg,7,155,lastmsg,,,
103,Let the Snow Paint Me,AMBIENT POP,Sana,7,130,letsnow,,,
104,Love Me Do,NEW WAVE,AKIRA YAMAOKA,7,167,lovemedo,,,
105,Spica,HOUSE,D.JW,7,128,spica,,,
106,stoic,TECHNO,TaQ,7,155,stoic,,,
107,Tomorrow Perfume,TRANCE,dj TAKA,7,144,tomorrow,,,
108,traces,TRANCE,TaQ,7,152,traces,,,
109,ZERO-ONE,ELECTROSHOCK,Mr.T,7,160,zeroone,,,
110,革命,ORCHESTRAL,dj TAKA with NAOKI,7,83-148,_kakumei,,,
111,abstract,BIG BEAT,TaQ,8,125,abstract,,,
112,airflow,INSTRUMENTAL,Mr.T,8,40-148,airflow,,,
113,ALL RIGHT,DRUM'N'BASS,RAM,8,180,allright,,,
114,Attitude,TRANCE,Y&Co.,8,145,attitude,,,
115,bit mania,テクノ歌謡,AKIRA YAMAOKA,8,148,bitmania,,,
116,Blame,EUROBEAT,good-cool feat. Jeff Coote,8,155,blame,,,
117,CELEBRATE NITE,EURO GROOVE,N.M.R,8,144,celenite,,,
118,Colors -Y&Co. Eurobeat Remix-,EUROBEAT,dj TAKA (remixed by 横田商会),8,155,colors_y,,,
119,dual control,GARAGE HOUSE,Mr.T,8,131-140,dual,,,
120,Giudecca,PSYCHEDELIC TECHNO,D.J.SETUP,8,155,giudecca,,,
121,Halfway of promise,GIRL ROCK,Yu Takami feat. Shihori Nakane,8,140,halfway,,,
122,HYPER BOUNDARY GATE,GOA TRANCE,L.E.D.LIGHT,8,152,hbgate25,,,
123,LAB,RAVE,RAM,8,180,lab,,,
124,LOVE IS ORANGE,HARD CHANSON,Orange Lounge,8,180,lvorange,,,
125,Luv 2 Feel Your Body,2 STEP,Shoichiro Hirata,8,134,luv2feel,,,
126,memories,BEAT ROCK,TAKA,8,188,memories,,,
127,Monkey Dance,EUROBEAT,Y&Co.,8,155,monkey,,,
128,murmur twins,CUDDLECORE,yu_tokiwa.djw,8,174,murmur,,,
129,MUSIC TO YOUR HEAD,TECHNO,SLAKE,8,144,musicto,,,
130,PLEASE DON'T GO,DISCO,ASLETICS,8,135,please,,,
131,rainbow flyer,TRANCE,dj TAKA,8,148,rbwflyer,,,
132,STAR DREAM,TRANCE,PINK PONG,8,148,stardrm,,20,28
133,symbolic,TECHNO,TaQ,8,155,symbolic,,,
134,thunder,HOUSE,Lion MUSASHI,8,135,thunder,,,
135,WAR GAME,HIP HOP,ASLETICS,8,93,wargame,,,
136,World Wide Love,POPS,MTO,8,122,wwlove,,,
137,xenon,ELECTROSHOCK,Mr.T,8,158,xenon,,,
138,桜,SPIRITUAL,Reven-G,8,13-320,_sakura,,,
139,蒼い衝動,J-TRANCE,NAOKI feat.YUKI,8,145,_aoisho,,,
140,Abyss -The Heavens Remix-,TRANCE CORE,dj TAKA Remixed by Ryu☆,9,171,abyss_r,,,
141,ACT,RAVE,RAM,9,180,act,,,
142,ATOMIC AGE,ENSEMBLE,SHUNZZY,9,130,atmcag26,,,
143,BAD BOY BASS!! (dj Remo-con MIX),NRG,Y&Co.,9,148,bbbass,,,
144,bag,SPIRITUAL,Reven-G,9,130,bag,,,
145,BRIGHTNESS DARKNESS,ROCOCO TEK,SPARKER,9,150,bright,,,
146,Cradle,HEALIN' HARDCORE,positive MA feat.akino,9,160-188,cradle,,,
147,Distress,MIXTURE,dj TAKA Remixed by TaQ,9,125,distress,,,
148,e-motion 2003  -romantic extra-,TRANCE,e.o.s. Remixed by dj TAKA,9,145,emo2003,,,
149,Golden Horn,TURKISH PIANO'N'BASS,Osamu Kubota,9,160,golden,,,
150,HYPER EUROBEAT (2DX style),EUROBEAT,NAOKI feat.PAULA TERRY,9,152,hyper_eb,,,
151,I Was The One (80's EUROBEAT STYLE),EUROBEAT,good-cool Remixed by NAOKI,9,142,iwas_r,,,
152,Karma,DRUM'N'BASS,TaQ,9,200,karma,,,
153,Let The Snow Paint Me -Y&Co. Remix-,TRANCE,Sana Remixed by Y&Co.,9,136,letsnowr,,,28
154,lights,SOUL,flare,9,142,lightscs,,,
155,LOVE SHINE,J-HAPPY HARDCORE,小坂りゆ,9,177,lvshine,,,
156,lower world,TECHNO,D.J.SETUP,9,155,loworld,,,
157,Make A Difference,GOSPEL,Lala Moore with CoCoRo*Co,9,130,mad_emp,,,
158,MARIA (I believe... ),EUROBEAT,NAOKI feat.PAULA TERRY,9,158,maria,,,
159,moon_child,POST ROCK,少年ラジオ,9,130-160,m_child,,,
160,one or eight,HARDCORE RAVE,sampling masters AYA,9,155,oneeight,,,
161,quasar,TRANCE,OutPhase,9,155,quasar,,,
162,Quickening,PSYCHEDELIC,dj TAKA,9,150,quicken,,,
163,Really Love,R&B,大部真由美,9,100,really,,,
164,RISLIM -Remix-,ELECTRO 2 STEP,ric Remixed by Hisashi Nawata,9,132,rislimr,,,
165,rottel-the-Mercury,GABBA,sampling masters MEGA,9,200,rot_merc,,,
166,Silvia Drive,HAPPY HANDBAG,dj TAKA feat.Noria,9,129,silvia,,,
167,SNOW,DRUM'N'BASS,RAM,9,180,snow_djt,,,
168,STAR FIELD,TRANCE,SADA,9,140,s_field,,,
169,Sweet Sweet Magic,HAPPY HARDCORE,jun,9,180,swmagic,,,
170,SWEETEST SAVAGE,HIP HOP,ASLETICS,9,114,savagecp,,,
171,ライオン好き,ボデー,AKIRA YAMAOKA,9,146,_lion,,,
172,真夏の花・真夏の夢,HOUSE,Sana,9,130,_manatsu,,,
173,1st Samurai,お江戸テクノ,sampling masters MEGA,10,175-200,1samurai,,,
174,ALIEN TEMPLE,PSYCHEDELIC TRANCE,PINK PONG,10,145,atemple,,,
175,ASTRAL VOYAGE,DREAM TECHNO,EeL,10,136,astral,,,
176,BABY LOVE,ITALO POP,Noria,10,160,babylove,,,
177,Back Into The Light,2STEP POP TRANCE,Sota Fujimori,10,144,backinto,,,
178,Boundary,ROCOCO TEK,SPARKER,10,160,boundary,,,
179,CARRY ON NIGHT (English version),EUROBEAT,platoniX (EURO style),10,158,carryon,,,
180,Daisuke,EUROBEAT,Y&Co.,10,157,daisuke,,,
181,Debtty Daddy,ETHNO HARDCORE,sampling masters AYA,10,155,debtty,,,
182,desolation,PIANO BALLADE,Mr.T,10,72,desolat,,,
183,DoLL,HYPER J-POP FOUR,ＴЁЯＲＡ,10,170,doll,,,
184,EXE,ELECTROSHOCK,Mr.T,10,158,exe,,,
185,Feedback,BREAK BEATS,Audio Highs,10,140,feedback,,,
186,FEEL IT,DRUM'N'BASS,RAM,10,180,feelit,,,
187,Freezing atmosphere,NATURAL SOUND,Twin AmadeuS,10,135,freezing,,,
188,GHOST REVIVAL,GOA TRANCE,L.E.D.,10,148,ghost,,,
189,GRADIUS -FULL SPEED-,GAME MUSIC,Mr.T,10,160-220,grafull,,,
190,HIGH,RAVE,RAM,10,180,high,,,
191,Innocent Walls,TECHNO,TaQ,10,155,innocent,,,
192,Love Is Eternity,TRANCE,kors k,10,140,loveter,,,
193,Lucy,DANCE POP,ELE BLOCK,10,156,lucy,,,
194,Narcissus At Oasis,ARTCORE,Ryu☆,10,170,narciss,,,
195,No.13,PROGRESSIVE BAROQUE,TAKA respect for J.S.B.,10,172,no13,,,
196,One More Lovely,HAPPY,Risk Junk,10,200,onemore,,,
197,pandora,TRANCE,dj TAKA feat.Tomomi,10,148,pandora,,,
198,rainbow rainbow,HAPPY HARDCORE,Ryu☆,10,177,rbwrbw,,,
199,Rise'n Beauty,TRANCE,Sota feat. Cyborg Akemi,10,144,risen,,,
200,SHOOTING STAR,J-POP,小坂りゆ,10,140,shotstar,,,
201,SPACE FIGHT,戦艦テクノ,AKIRA YAMAOKA,10,139,spfight,,,
202,システムロマンス,ムートラ(ムードトランス),ヒロシ＆チー子,10,148,_sysroma,,,
203,雪月花,HARD HOUSE,Ryu☆,10,151,_stgekka,,,
204,AA,RENAISSANCE,D.J.Amuro,11,154,aa_amuro,,,
205,AGEHA,HAPPY HARDCORE,Ryu☆,11,180,ageha,,,
206,ANDROMEDA,PSYCHEDELIC GOA TRANCE,Sota Fujimori,11,150,andromed,,,
207,awakening,TRANCE,AKIRA YAMAOKA,11,143,awaken,,,
208,Be quiet,HARD DANCE,Ryu☆,11,150,bequiet,,,
209,BLOCKS,TRANCE,SPARKER,11,141,blocks,,,
210,BREATH,ROCOCO TEK,SPARKER,11,160,breath,,,
211,Click Again,CLICK HOUSE,dj REMO-CON,11,137,click,,,
212,Close my Eyes for Me,AMERICA,D-crew feat.DENNIS GUNN(DJ Yoshitaka SCRATCHING),11,132-145,closeyes,,,
213,D.A.N.C.E.!,J-POP,DJ Yoshitaka feat.星野奏子,11,116,dance_,,,
214,Don't be afraid myself,J-POP,platoniX with ray.D,11,165,d_afraid,,,
215,earth scape,PIANO BALLAD,dj TAKA,11,45-94,earthscp,,,
216,FAKE TIME,HARD ROCK,dj REMO-CON,11,200,faketime,,,
217,Fly Away To India,DANCE POP,Baby Weapon feat.KAJIL,11,133,flyindia,,,
218,GENOCIDE,DRUM'N'BASS,dj Killer,11,175,genocide,,,
219,gigadelic,NUSTYLE GABBA,teranoid feat.MC Natsack,11,173,gigadel,,,
220,HORIZON,HAPPY HARDCORE,LIA,11,171,horizon,,,
221,KEY,BEAT ROCK,colors,11,212,key,,,
222,NEBULA GRASPER,PSYCHEDELIC TRANCE,L.E.D.,11,152-153,nebula_g,,,
223,Raspberry Heart(English version),COLORFUL HARDCORE,jun feat. PAULA TERRY,11,160,raspbery,,,
224,RED ZONE,SPEED RAVE,Tatsh&NAOKI,11,165,redzone,,,
225,RESONATE 1794,HARD SONATA,KOHTA,11,160,reso1794,,,
226,Secret of Love,DRUM'N'BASS,D.J.SWAN,11,162,seclove,,,
227,SPEEDY CAT,EUROBEAT,Y&Co.,11,155,spdy_cat,,,
228,Sphere,MEDIEVAL CHOIR,Tatsh feat. K.Nayuki,11,160,sphere,,,
229,spiral galaxy,PSYCHEDELIC TECHNO,D.J.SETUP,11,154,spiral,,,
230,The Hope of Tomorrow,CYBORG TRANCE,Sota Fujimori,11,144,thehope,,,
231,ＵＬＴｉＭΛＴＥ,HYPER J-POP FIVE,ＴЁЯＲＡ,11,180,ultimate,,,
232,Wonder Bullfighter,NATURAL SOUND,Twin AmadeuS,11,126,wonbull,,,
233,ピアノ協奏曲第１番”蠍火”,DIRGE,virkato,11,165-188,_psasori,,,
234,太陽～T・A・I・Y・O～,CYBER J-EURO,NAOKI feat.星野奏子,11,155,_taiyo,,,
235,大桟橋,JAPAN,ウッチーズ,11,84-168,_oosan,,,
236,100％ minimoo-G,SYNTHETIC PROGRESSIVE ROCK,Sota Fujimori,12,252,100mnm_g,,,
237,Agnus Dei,GOTHIC METAL,あさき,12,70-168,agnusdei,,,
238,alla turca con passione,NATURAL SOUND,Twin AmadeuS,12,140,alturca,,,
239,Aurora,TRANCE CORE,Ryu☆,12,181,aurora,,,
240,CaptivAte～浄化～,NOSTALISH REQUIEM,A/I,12,160,captive,,,
241,Catch Me,ACID JAZZ,DJ Yoshitaka feat. ERi,12,115,catchme,,,
242,double thrash,BATTLE2005,414,12,166,dbthrash,,,
243,EDEN,HYPER J-POP SIX,ＴЁЯＲＡ,12,200,eden,,,
244,EMPTY OF THE SKY,E-ROCK,AKIRA YAMAOKA,12,182,emptysky,,,
245,First Resolution,TECHNO RAVE,good-cool,12,150,fst_reso,,,
246,garden,SWING WALTZ,青野りえ,12,220,gardenhs,,,
247,Get'em up to R.A.V.E,RAVE,Disconation,12,145,getemup,,,
248,GREEN EYES,BROKEN TEK,SLAKE,12,170,greeneye,,,
249,HAPPY☆ANGEL,HAPPY HARDCORE,jun with TAHIRIH,12,180,hp_angel,,,
250,I am,CYBER J-ROCK,有沢みはる from BeForU,12,190,i_am,,,
251,in motion,CLICK HOUSE,Ryu☆,12,138,inmotion,,,
252,INAZUMA,TRANCE,dj TAKA,12,148,inazuma,,,
253,LESSON 5,HAPPY EXTREME,Risk Junk feat.Erika Mochizuki,12,152,lesson5,,,
254,Little Little Princess,PUNK OPERA,SHRINE 418,12,180-212,littlepr,,,
255,Love Magic,DRUM'N'BASS,D.J.SWAN,12,170,lvmagic,,,
256,MOON RACE,FUTURE HOUSE,ELEKTEL,12,147,moonrace,,,
257,Pink Rose,HEART,Kiyommy+Seiya,12,116-146,pinkr_ra,,,
258,PLASMA,SYNTHESIZED TECHNO,Sota Fujimori,12,148,plasma,,,
259,Pollinosis,HARD DANCE,dj REMO-CON,12,145,pollino,,,
260,POODLE,EUROBEAT,Y&Co.,12,160,poodle,,,
261,rage against usual,DIGI-ROCK,dj TAKA feat.Gt.Shintaro,12,152,rageagst,,,
262,SCREAM SQUAD,BREAKCORE,CALF,12,220,sc_squad,,,
263,Scripted Connection⇒ A mix,TECHNO,DJ MURASAME,12,151,script_a,,,
264,Scripted Connection⇒ H mix,TECHNO,DJ MURASAME,12,151,script_h,,,
265,Scripted Connection⇒ N mix,TECHNO,DJ MURASAME,12,151,script_n,,,
266,SigSig,MAKINA,kors k,12,179,sigsig,,,
267,Tizona d'El Cid,MPB,TOMOSUKE,12,265,tizona,,,
268,Twelfth Style,HAPPY EURO PARADISE,Tatsh&DAYBREAKERS NEXT,12,160,twelfth,,,
269,Under the Sky,J-EUROTRANCE,南さやか(BeForU) with platoniX,12,170,undersky,,,
270,vault of heaven,ELECTROSHOCK,Mr.T,12,160,vault,,,
271,Votum stellarum,ANTHEM TRANCE,iconoclasm,12,136-147,votum,,,
272,We are Disっ娘よっつ打ち命,DISCO,DANCE☆MAN feat. Disっ娘,12,129,we_disco,,,
273,Xepher,MEDIEVAL CHOIR,Tatsh,12,170,xepher,,,
274,オレはビートマニア！お前は何マニア？,FUNK,DANCE☆MAN,12,123,_orebeat,,,
275,ヒマワリ,J-HAPPY HARDCORE,小坂りゆ,12,185,_hima_gd,,,
276,ラクエン,REGGAE,Chonan Chiharu,12,99-198,_rakuen,,,
277,月光,J-EUROBEAT,Tatsh feat. 星野奏子,12,155,_gekkou,,,
278,合体せよ！ストロングイェーガー！！ (Ryu☆ remix),HARD DANCE,L.E.D./Remixed by Ryu☆,12,155,_tsj_ryu,,,
279,冥,HUMAN SEQUENCER,Amuro vs Killer,12,66-200,_mei,,,
280,ALFARSHEAR 双神威に廻る夢,HYPER J-POP SEVEN,ＴЁЯＲＡ,13,170,alfar,,,
281,Apocalypse ～dirge of swans～,ORATORIO,Zektbach,13,170,apocalps,,,
282,BALLAD THE FEATHERS,CELTIC REEL,S.S.D.FANTASICA feat.Naomi Koizumi,13,132,balfeath,,,
283,Bloody Tears(IIDX EDITION),HARD RENAISSANCE,DJ YOSHITAKA,13,170,bloody_t,,,
284,BOOM BOOM DISCO NIGHT,EUROBEAT,Y&Co.,13,155,boomdisc,,,
285,Broadbanded,TRANCE,SADA,13,140,brdband,,,
286,Concertino in Blue,PROGRESSIVE,佐々木博史,13,103-155,concert,,,
287,CONTRACT,SUBLIME TECHNO,朱雀,13,180,contract,,,
288,D.C.fish,TECHNO,DJ MURASAME,13,155,dcfish,,,
289,Double Loving Heart,J-POP,Tatsh feat. Junko Hirata & Sayaka Minami,13,138,dbloving,,,
290,DUE TOMORROW,TECHNO,Mr.T,13,100-400,due_tmrw,,,
291,EURO-ROMANCE,80's TECHNO,K-MASERA,13,161,euroman,,,
292,Ganymede,ESOTERIC SLOWCORE,玄武,13,72-82,ganymede,,,
293,Harmony and Lovely,PROGRESSIVE HOUSE,Ryu☆,13,135,harmlove,,,
294,Heavenly Sun (IIDX VERSION),TRANCE,AKIRA YAMAOKA,13,130,hvnlysun,,,
295,INFERNO,BRAZILIAN HOUSE,Caldeira feat.星野奏子,13,135,inferno,,,
296,Leaving...,SYMPHONIC EURO,SEIYA MURAI meets “eimy”,13,145,leavingt,,,
297,Melody Life,NEW ACOUSTIC,Noria,13,172,melolife,,,28
298,MINT,ELECTRONICA,SLAKE,13,150,mint,,,
299,MOON,哀愁ユーロ,dj TAKA feat.Erika Mochizuki,13,156,moon,,,
300,Power of Love,2 STEP,kors k feat.PSY,13,135,power_lv,,,
301,So Fabulous !!,BUCHIAGE TRANCE,HHH (Ryu☆ & Dai),13,149,so_fabul,,,
302,Sun Field,HAPPY POP,mh sequence,13,152,sunfield,,,
303,The Dirty of Loudness,SADISTIC HARDCORE,Tatsh Assault X,13,165,thedirty,,,
304,This is Love,CORE POP,D-crew feat.MAKOTO,13,175,thisislv,,,
305,tripping contact(teranoid&MC Natsack Remix),GABBA,kors k vs teranoid,13,187,trip_mc,,,
306,TYPE MARS(G-Style Mix),PSYCHEDELIC TRANCE,L.E.D.,13,159,typemars,,,
307,waxing and wanding,DANCE SPEED,青龍,13,191,waxing,,,
308,Why did you go away,LOVERS EUROBEAT,jun with TAHIRIH,13,160,whydidyu,,,
309,WISH(EUROBEAT MIX),EUROBEAT,DJ YOSHITAKA feat.杉村ことみ,13,155,wisheuro,,,
310,with you…,FUNK'N JAZZ HOUSE,Sota Fujimori,13,135,withyou,,,
311,Zenius -I- vanisher,CYBER OPUS,Tatsh,13,160,zenius,,,
312,カゴノトリ～弐式～,和式電子音楽,橙色特別室,13,140,_kagono,,,
313,タシカナモノ,POPROCK,星野奏子 with the BAND,13,180,_tashika,,,
314,華蝶風雪,ASIAN MIXTURE,白虎,13,199,_kachofu,,,
315,嘆きの樹,CONTEMPORARY,金獅子,13,160,_nageki,,,
316,虹色,LOVELY TRANS POP,DJ YOSHITAKA feat. G.S.C license,13,160,_nijiiro,,,
317,罠,DRUM'N'ROCK,good-cool,13,180,_wana,,,
318,Air Bell,FLOW POP,D-crew,14,171,airbell,,,
319,ANDROMEDA II,PSYCHEDELIC SYNTH TRANCE,Sota Fujimori,14,152,andro2,,,
320,Blind Justice ～Torn souls， Hurt Faiths ～,EPIC POETRY,Zektbach,14,137-165,blindjus,,,
321,Candy Galy,HAPPY,Risk Junk-G,14,184,candygal,,,
322,CaptivAte～裁き～,NOSTALISH REQUIEM,DJ YOSHITAKA feat.A/I,14,180,c_sabaki,,,
323,CaptivAte～誓い～,NOSTALISH REQUIEM,A/I,14,160,c_chikai,,,
324,CROSSROAD ～Left Story～,DRAMATIC EURO TRANCE,jun with TAHIRIH,14,170,crosroad,,,
325,Cyber Force,CYBORG TRANCE,Sota Fujimori feat.cyborg AKEMI,14,146,cybforce,,,
326,Fascination MAXX,SuperNOVA BEAT,100-200-400,14,100-400,fas_maxx,,,
327,FIRE FIRE,BUCHIAGE TRANCE,StripE,14,150,firefire,,,
328,four-leaf,ROCK,Sis Bond Chit,14,157,fourleaf,,,
329,GOLD RUSH,RECKLESS RAVE,DJ YOSHITAKA-G feat.Michael a la mode,14,162,goldrush,,,
330,GRID KNIGHT,ELECTRONICA,SAW WAVE SQUAD,14,160,gknightt,,,
331,heaven above,FILTER HOUSE,kors k,14,132,hvnabove,,,
332,High School Love,HIGH SPEED LOVE SONG,DJ YOSHITAKA feat.DWP,14,180,hs_love,,,
333,INORI,MILLENNIUM TRANCE,dj TAKA feat.HAL,14,146,inori,,,
334,KAMAITACHI,FREEFORM HARDCORE,DJ TECHNORCH fw. GUHROOVY,14,165,kmitachi,,,
335,LASER CRUSTER,NU-SKOOL BREAKS,L.E.D.,14,152,lcruster,,,
336,Love Again...,POPS,Tatsh feat. Junko Hirata,14,110,lvagain_,,,
337,Make Me Your Own,HOUSE,good-cool ft. Raj Ramayya,14,130,make_myo,,,
338,METALLIC MIND,OLDSKOOL HARDCORE RAVE,DJ TECHNORCH fw. GUHROOVY,14,150,mtl_mind,,,
339,never…,DANCE POP,Kanako Hoshino with dj TAKA,14,130,never_,,,
340,op.31 叙情,PIANO CONCERTO,akiko,14,100-350,op31jojo,,,
341,PHOTONGENIC,DRUM & BASS,L.E.D. fw.堀澤麻衣子,14,176,photon_g,,,
